"...1","V1.x","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg","State","V1.y","value"
337,337,22000,5,10,51,0,2016,"A",NA,"Louisiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",122171,1599363,73384570461,14466934238,225233612,882,45884,NA,0.98,0.99,0.99,1.01,1,1.01,1.01,NA,2715,2.3,-21309,-1.3,-1648040763,-2.2,-350686681,-2.4,-14281252,-6,-8,-0.9,-413,-0.9,"Louisiana",337,7.25
338,338,23000,5,10,51,0,2016,"A",NA,"Maine -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",49853,508104,21397322452,5759816533,116999108,810,42112,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,2147,4.5,7198,1.4,713430876,3.4,91603326,1.6,-29878114,-20.3,16,2,819,2,"Maine",338,7.5
339,339,24000,5,10,51,0,2016,"A",NA,"Maryland -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",167398,2141805,119398337029,20163402140,520264200,1072,55747,NA,1.01,0.96,0.92,0.99,1.01,0.96,0.96,NA,2108,1.3,35892,1.7,4043500024,3.5,369254666,1.9,-84973461,-14,19,1.8,970,1.8,"Maryland",339,8.75
340,340,25000,5,10,51,0,2016,"A",NA,"Massachusetts -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",239501,3065883,208730737404,42323447714,1332200402,1309,68082,NA,1,1.03,1.04,0.85,0.99,1.01,1.01,NA,8617,3.7,64524,2.1,6730490241,3.3,1095540918,2.7,63436079,5,15,1.2,779,1.2,"Massachusetts",340,10
341,341,26000,5,10,51,0,2016,"A",NA,"Michigan -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",233547,3686126,186924317740,35833357703,1283095841,975,50710,NA,1,1.02,1.02,1.02,1,1,1,NA,2163,0.9,75490,2.1,7201736068,4,74180219,0.2,-127844301,-9.1,18,1.9,934,1.9,"Michigan",341,8.5
342,342,27000,5,10,51,0,2016,"A",NA,"Minnesota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",154259,2438627,133250040727,56266741909,752186156,1051,54641,NA,0.99,1.02,1.03,1.02,1,1.01,1.01,NA,403,0.3,36124,1.5,3642529436,2.8,2388341154,4.4,-72157929,-8.8,14,1.4,694,1.3,"Minnesota",342,9.5
343,343,28000,5,10,51,0,2016,"A",NA,"Mississippi -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",69261,888986,33142058094,12395597809,95444737,717,37281,NA,0.98,0.93,0.91,1,0.99,0.98,0.98,NA,1432,2.1,10597,1.2,728073134,2.2,151954076,1.2,-36296950,-27.6,7,1,379,1,"Mississippi",343,7.25
344,344,29000,5,10,51,0,2016,"A",NA,"Missouri -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",184588,2340176,108963226993,29340161606,542338100,895,46562,NA,0.98,1,1.01,1.01,1,1.01,1.01,NA,2553,1.4,39533,1.7,3126627809,3,743817098,2.6,-31892831,-5.6,10,1.1,559,1.2,"Missouri",344,7.65
345,345,30000,5,10,51,0,2016,"A",NA,"Montana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",43821,370994,14665762722,7845734969,98879459,760,39531,NA,0.98,0.96,0.93,0.82,0.94,0.97,0.97,NA,983,2.3,5208,1.4,394954270,2.8,284922481,3.8,-29739480,-23.1,10,1.3,517,1.3,"Montana",345,8.05
346,346,31000,5,10,51,0,2016,"A",NA,"Nebraska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",68419,807525,34799642448,7659763367,86554504,829,43094,NA,0.98,0.98,0.97,1.01,1,0.99,0.99,NA,1290,1.9,8137,1,944151553,2.8,127352425,1.7,-8919761,-9.3,15,1.8,742,1.8,"Nebraska",346,8.25
347,347,32000,5,10,51,0,2016,"A",NA,"Nevada -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",80186,1132119,52061989080,28103832326,554609879,884,45986,NA,1.02,1.04,1.02,1.02,1,0.98,0.98,NA,2572,3.3,36369,3.3,3266253390,6.7,1379099420,5.2,6418300,1.2,28,3.3,1454,3.3,"Nevada",347,7.25
348,348,33000,5,10,51,0,2016,"A",NA,"New Hampshire -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",48865,562809,30514165374,7308752500,64152980,1043,54218,NA,0.98,1.02,1.04,1.02,1.01,1.01,1.01,NA,709,1.5,10524,1.9,1166589984,4,134623184,1.9,-11499702,-15.2,21,2.1,1080,2,"New Hampshire",348,8.38
349,349,34000,5,10,51,0,2016,"A",NA,"New Jersey -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",257341,3382178,211142426678,86147983045,2044001703,1201,62428,NA,1.01,1.01,1,1,1,1,1,NA,3546,1.4,64960,2,5502520999,2.7,2941955517,3.5,-202949816,-9,9,0.8,436,0.7,"New Jersey",349,7.5
350,350,35000,5,10,51,0,2016,"A",NA,"New Mexico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",54105,627472,25765587016,12708569811,301944115,790,41063,NA,0.96,0.91,0.88,0.99,0.97,0.97,0.97,NA,950,1.8,848,0.1,-67274200,-0.3,163903387,1.3,-29962310,-9,-3,-0.4,-162,-0.4,"New Mexico",350,9
351,351,36000,5,10,51,0,2016,"A",NA,"New York -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",618176,7782407,537801492086,84807050233,2951611033,1329,69105,NA,1.01,1,1.02,1.02,1.01,1.02,1.02,NA,5252,0.9,133561,1.7,11578504807,2.2,3722085350,4.6,-407017152,-12.1,6,0.5,307,0.4,"New York",351,7.25
352,352,37000,5,10,51,0,2016,"A",NA,"North Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",260996,3565929,168545365528,69370229648,1163833359,909,47265,NA,1,0.99,0.99,1.02,1.01,1,1,NA,2445,0.9,91179,2.6,6902244097,4.3,3065905732,4.6,-344784888,-22.9,14,1.6,746,1.6,"North Carolina",352,7.25
353,353,38000,5,10,51,0,2016,"A",NA,"North Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",30011,345688,17045821764,9347207007,136351479,948,49310,NA,0.97,0.98,0.99,1,0.99,1.01,1.01,NA,-32,-0.1,-21450,-5.8,-1890684848,-10,-713876157,-7.1,40500994,42.3,-44,-4.4,-2269,-4.4,"North Dakota",353,8.1
354,354,39000,5,10,51,0,2016,"A",NA,"Ohio -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",278659,4606685,217045827090,43266442398,1038446943,906,47115,NA,0.98,1.02,1.01,1.02,1.01,0.99,0.99,NA,2230,0.8,54403,1.2,4991539996,2.4,529575877,1.2,-60481790,-5.5,10,1.1,533,1.1,"Ohio",354,7.25
355,355,40000,5,10,51,0,2016,"A",NA,"Oklahoma -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",103427,1252645,54876958879,21349164262,186711062,842,43809,NA,0.98,0.94,0.94,0.93,0.96,1,1,NA,457,0.4,-17445,-1.4,-1646800344,-2.9,33584169,0.2,-9004345,-4.6,-14,-1.6,-695,-1.6,"Oklahoma",355,9.75
356,356,41000,5,10,51,0,2016,"A",NA,"Oregon -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",139754,1556370,76062424645,40645996782,905538196,940,48872,NA,0.99,1,0.99,1.01,1,0.99,0.99,NA,3805,2.8,47358,3.1,3954220801,5.5,2430009082,6.4,-58566736,-6.1,21,2.3,1087,2.3,"Oregon",356,7.25
357,357,42000,5,10,51,0,2016,"A",NA,"Pennsylvania -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",339231,5062672,263790500514,47846029933,2793411184,1002,52105,NA,0.99,1.04,1.03,1.02,1,0.99,1,NA,2942,0.9,46757,0.9,3701823670,1.4,2528907200,5.6,50035994,1.8,5,0.5,252,0.5,"Pennsylvania",357,9.6
358,358,44000,5,10,51,0,2016,"A",NA,"Rhode Island -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",36153,414410,20542387787,7526271027,257194776,953,49570,NA,1.01,1.03,0.99,1.02,1.01,0.97,0.97,NA,514,1.4,3352,0.8,507483249,2.5,303975827,4.2,-1445164,-0.6,16,1.7,830,1.7,"Rhode Island",358,7.25
359,359,45000,5,10,51,0,2016,"A",NA,"South Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",120849,1651309,69737210882,23596246006,357900041,812,42231,NA,1,0.97,0.96,1.01,1,0.99,0.99,NA,2504,2.1,44106,2.7,3304070846,5,1191201231,5.3,-69001582,-16.2,17,2.1,896,2.2,"South Carolina",359,7.25
360,360,46000,5,10,51,0,2016,"A",NA,"South Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",30559,347497,14293119947,4576950856,34020797,791,41132,NA,0.96,0.97,0.97,0.99,0.95,1,1,NA,492,1.6,3417,1,475973337,3.4,69247359,1.5,553324,1.7,19,2.5,975,2.4,"South Dakota",360,8.55
361,361,47000,5,10,51,0,2016,"A",NA,"Tennessee -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",148810,2478737,118069243480,23080444658,268759894,916,47633,NA,1,1.01,1.02,1,0.99,1.01,1.01,NA,2972,2,64501,2.7,4676793545,4.1,-1213403390,-5,-57360597,-17.6,13,1.4,665,1.4,"Tennessee",361,7.25
362,362,48000,5,10,51,0,2016,"A",NA,"Texas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",641697,9960249,548659233700,105296491105,2408790925,1059,55085,NA,1.01,0.99,1.01,1.01,1,1.02,1.02,NA,18941,3,114480,1.2,5264196260,1,713672252,0.7,-122640889,-4.8,-2,-0.2,-106,-0.2,"Texas",362,7.25
363,363,49000,5,10,51,0,2016,"A",NA,"Utah -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",92397,1165414,52779960826,28385555488,198468085,871,45289,NA,0.99,0.99,0.99,1.02,1,1,1,NA,2728,3,42869,3.8,2984387463,6,1708055919,6.4,-50293811,-20.2,18,2.1,929,2.1,"Utah",363,7.25
364,364,50000,5,10,51,0,2016,"A",NA,"Vermont -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",23549,254999,11252633086,3603058371,135164692,849,44128,NA,0.97,0.97,0.96,1.02,1,0.98,0.98,NA,422,1.8,900,0.4,237696586,2.2,-753743,0,-2833069,-2.1,15,1.8,779,1.8,"Vermont",364,9.6
365,365,51000,5,10,51,0,2016,"A",NA,"Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",256825,3095185,168029004294,28399295938,530612049,1044,54287,NA,1,0.96,0.95,1.01,1,0.99,0.99,NA,10078,4.1,51403,1.7,4140162712,2.5,562193461,2,-120450711,-18.5,9,0.9,443,0.8,"Virginia",365,7.25
366,366,53000,5,10,51,0,2016,"A",NA,"Washington -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",236970,2669295,157639010961,82445527968,1021301552,1136,59056,NA,1.01,0.98,0.98,1.01,1,1,1,NA,2514,1.1,80275,3.1,11259695920,7.7,5451723996,7.1,-115688355,-10.2,49,4.5,2517,4.5,"Washington",366,9.47
367,367,54000,5,10,51,0,2016,"A",NA,"West Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",46086,546617,22285629134,6432101288,180367250,784,40770,NA,0.95,0.94,0.92,1,0.99,0.98,0.98,NA,-98,-0.2,-12555,-2.2,-602148401,-2.6,-209141616,-3.1,-14005143,-7.2,-3,-0.4,-162,-0.4,"West Virginia",367,8.75
368,368,55000,5,10,51,0,2016,"A",NA,"Wisconsin -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",161476,2447832,112484667658,31473300951,800742777,884,45953,NA,0.99,1.02,1.02,1.01,1,1,1,NA,2122,1.3,31137,1.3,3178237019,2.9,460995172,1.5,-220084392,-21.6,14,1.6,723,1.6,"Wisconsin",368,7.25
369,369,56000,5,10,51,0,2016,"A",NA,"Wyoming -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",24531,205040,8983553175,4557340839,59159920,843,43814,NA,0.97,0.89,0.87,1,0.98,0.98,0.98,NA,-48,-0.2,-10958,-5.1,-906669219,-9.2,-265412389,-5.5,-8253531,-12.2,-38,-4.3,-1974,-4.3,"Wyoming",369,7.25
370,370,72000,5,10,51,0,2016,"A",NA,"Puerto Rico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",44113,669838,17468503077,4769390357,161632525,502,26079,NA,0.99,0.88,0.84,1.01,0.99,0.95,0.95,NA,124,0.3,-1560,-0.2,-88102102,-0.5,-75381427,-1.6,-4874867,-2.9,-1,-0.2,-70,-0.3,"Puerto Rico",370,7.25
371,371,78000,5,10,51,0,2016,"A",NA,"Virgin Islands -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",3264,27519,948010134,544729684,8551943,662,34449,NA,0.99,0.85,0.74,1.01,1,0.87,0.87,NA,21,0.6,221,0.8,21487371,2.3,6858813,1.3,125764,1.5,9,1.4,507,1.5,"Virgin Islands",371,7.25
372,372,1000,5,10,51,0,2017,"A",NA,"Alabama -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",118573,1574772,70975349092,14802037027,217953448,867,45070,NA,0.98,0.96,0.94,1.01,1,0.98,0.98,NA,2540,2.2,19230,1.2,2677404243,3.9,314308814,2.2,-16525977,-7,23,2.7,1164,2.7,"Alabama",372,7.25
373,373,2000,5,10,51,0,2017,"A",NA,"Alaska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",19803,246852,12914274778,7505553879,130501297,1006,52316,NA,0.94,0.9,0.88,0.99,0.98,0.97,0.97,NA,-139,-0.7,-3403,-1.4,-182602335,-1.4,-90663485,-1.2,-16218354,-11.1,0,0,-18,0,"Alaska",373,9.8
374,374,4000,5,10,51,0,2017,"A",NA,"Arizona -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",154868,2360211,117422686396,20323341863,465352362,957,49751,NA,1.01,1.01,1,1.01,1,0.99,0.99,NA,5322,3.6,65858,2.9,7088801110,6.4,838647108,4.3,12416047,2.7,32,3.5,1662,3.5,"Arizona",374,10
375,375,5000,5,10,51,0,2017,"A",NA,"Arkansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",85102,1004075,42881775151,12545577016,220636029,821,42708,NA,0.98,0.98,0.98,1,1,0.99,1,NA,905,1.1,10086,1,1859438234,4.5,232734807,1.9,-36996544,-14.4,27,3.4,1438,3.5,"Arkansas",375,8.5
376,376,6000,5,10,51,0,2017,"A",NA,"California -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",1479872,14558652,954242852978,126306125192,5562907596,1260,65545,NA,1.01,1.01,1,1.01,1,1,1,NA,44508,3.1,270294,1.9,61448153788,6.9,2891510203,2.3,-145092278,-2.5,58,4.8,3061,4.9,"California",376,10
377,377,8000,5,10,51,0,2017,"A",NA,"Colorado -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",195337,2197742,125915027763,30499135999,637725026,1102,57293,NA,1.01,0.99,1,0.96,1,1.01,1.01,NA,6839,3.6,50951,2.4,8113924427,6.9,1629544800,5.6,12032256,1.9,47,4.5,2420,4.4,"Colorado",377,9.3
378,378,9000,5,10,51,0,2017,"A",NA,"Connecticut -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",115224,1442388,97027512768,20572706602,727384296,1294,67269,NA,1,1.02,1.03,1.01,1,1.01,1.01,NA,1818,1.6,6867,0.5,1450999014,1.5,159785625,0.8,-32101089,-4.2,14,1.1,689,1,"Connecticut",378,10.1
379,379,10000,5,10,51,0,2017,"A",NA,"Delaware -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",31370,379223,21153008835,6290939705,93374941,1073,55780,NA,1.01,1.01,1.01,1.01,1,1,1,NA,248,0.8,3195,0.8,988659248,4.9,133583449,2.2,-10702492,-10.3,42,4.1,2155,4,"Delaware",379,8.25
380,380,11000,5,10,51,0,2017,"A",NA,"District of Columbia","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",39565,524773,44893499613,5252352861,132018246,1645,85548,NA,1.02,0.81,0.75,1.02,1.01,0.93,0.93,NA,1074,2.8,7619,1.5,2243240463,5.3,41695512,0.8,-6682122,-4.8,59,3.7,3077,3.7,"District",380,11.5
381,381,12000,5,10,51,0,2017,"A",NA,"Florida -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",667411,7437388,355347173803,63700809922,696883668,919,47778,NA,1.02,1.03,1.02,1.02,1,0.99,0.99,NA,15472,2.4,175220,2.4,18768460399,5.6,2052604419,3.3,-206494043,-22.9,28,3.1,1431,3.1,"Florida",381,8.1
382,382,13000,5,10,51,0,2017,"A",NA,"Georgia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",265558,3699460,195641784740,41181956677,684054010,1017,52884,NA,1,1,1.01,1.01,1,1.01,1.01,NA,-24141,-8.3,79561,2.2,9604557565,5.2,1132979294,2.8,-65523748,-8.7,29,2.9,1491,2.9,"Georgia",382,7.25
383,383,15000,5,10,51,0,2017,"A",NA,"Hawaii -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",39172,531863,25017100337,15244864630,158268538,905,47037,NA,0.98,0.96,0.91,1.02,1.01,0.95,0.95,NA,1356,3.6,6739,1.3,1099660680,4.6,705850483,4.9,15143995,10.6,29,3.3,1491,3.3,"Hawaii",383,9.25
384,384,16000,5,10,51,0,2017,"A",NA,"Idaho -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",58421,589307,24350422806,14894143572,169655242,795,41320,NA,0.98,0.98,0.98,1.01,1,1,1,NA,2319,4.1,16986,3,1719023123,7.6,852418739,6.1,319637,0.2,35,4.6,1777,4.5,"Idaho",384,7.25
385,385,17000,5,10,51,0,2017,"A",NA,"Illinois -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",353360,5153355,301009923747,66259178441,1877891076,1123,58410,NA,1.01,1.02,1.03,1.01,1,1.01,1.01,NA,-34315,-8.9,41179,0.8,10494021660,3.6,1137851511,1.7,-136739782,-6.8,30,2.7,1582,2.8,"Illinois",385,8.25
386,386,18000,5,10,51,0,2017,"A",NA,"Indiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",159129,2627391,121973724268,27066953134,531298616,893,46424,NA,1,1.02,1.03,1.01,1,1.01,1.01,NA,2522,1.6,31823,1.2,5821978202,5,754237901,2.9,-55442120,-9.4,32,3.7,1674,3.7,"Indiana",386,7.25
387,387,19000,5,10,51,0,2017,"A",NA,"Iowa -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",95401,1301192,59240066948,29356682745,465075661,876,45528,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,484,0.5,-1052,-0.1,1497504252,2.6,728073120,2.5,-3268027,-0.7,23,2.7,1187,2.7,"Iowa",387,7.25
388,388,20000,5,10,51,0,2017,"A",NA,"Kansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",83794,1129926,51805162618,16141265655,238421437,882,45848,NA,0.97,0.97,0.98,0.75,0.97,1.02,1.02,NA,-1259,-1.5,753,0.1,1250794287,2.5,-160304926,-1,1524588,0.6,21,2.4,1077,2.4,"Kansas",388,7.25
389,389,21000,5,10,51,0,2017,"A",NA,"Kentucky -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",115652,1580021,71172795403,17377546413,445554300,866,45045,NA,0.98,0.99,0.99,1.01,1,1,1,NA,-2154,-1.8,13208,0.8,2327008115,3.4,218474651,1.3,-70299534,-13.6,21,2.5,1105,2.5,"Kentucky",389,7.25
390,390,22000,5,10,51,0,2017,"A",NA,"Louisiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",124638,1598324,74819065521,14583219388,228695393,900,46811,NA,0.99,0.98,0.99,1.01,1,1.01,1.01,NA,2467,2,-1039,-0.1,1434495060,2,116285150,0.8,3461781,1.5,18,2,927,2,"Louisiana",390,7.25
391,391,23000,5,10,51,0,2017,"A",NA,"Maine -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",50873,513363,22311979019,5873733363,105888299,836,43462,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,1020,2,5259,1,914656567,4.3,113916830,2,-11110809,-9.5,26,3.2,1350,3.2,"Maine",391,9
392,392,24000,5,10,51,0,2017,"A",NA,"Maryland -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",168653,2167072,123966510138,20409150121,479841570,1100,57205,NA,1.01,0.96,0.92,0.99,1.01,0.96,0.96,NA,1255,0.7,25267,1.2,4568173109,3.8,245747981,1.2,-40422630,-7.8,28,2.6,1458,2.6,"Maryland",392,8.75
393,393,25000,5,10,51,0,2017,"A",NA,"Massachusetts -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",245399,3115338,220120401781,43491713862,1358463775,1359,70657,NA,1,1.03,1.05,0.85,0.99,1.01,1.01,NA,5898,2.5,49455,1.6,11389664377,5.5,1168266148,2.8,26263373,2,50,3.8,2575,3.8,"Massachusetts",393,11
